mode,k,total,trainable,decoder,behavior,crossed
head_only,2,51713,129,1.0,0.2977,True
subspace,5,51713,16,0.552,0.1096,False
full,3,545,545,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,1,545,17,1.0,0.9042,True
full,1,545,545,1.0,1.0,True
head_only,4,353,9,0.5,0.3442,False
full,2,13569,13569,1.0,1.0,True
head_only,2,1601,33,1.0,0.17,True
head_only,1,209,9,1.0,0.2931,True
full,4,1601,1601,1.0,1.0,True
head_only,1,545,17,1.0,0.5725,True
full,5,13569,13569,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,5,273,17,0.59125,0.0703,False
full,3,18689,18689,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,3,13569,65,1.0,0.0,True
full,1,2177,2177,1.0,1.0,True
head_only,1,13569,65,1.0,0.9858,True
head_only,1,13569,65,1.0,0.9845,True
full,4,5249,5249,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,5,545,33,0.6005,0.0,False
head_only,5,13569,65,0.493,0.0,False
full,4,18689,18689,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,1,209,9,1.0,0.3607,True
full,2,545,545,1.0,1.0,True
head_only,5,353,9,0.49775,0.2681,False
full,5,545,545,1.0,0.9434,True
full,3,51713,51713,1.0,1.0,True
subspace,1,51713,1024,1.0,1.0,True
head_only,2,137,9,1.0,0.0947,True
full,2,1089,1089,1.0,1.0,True
head_only,5,137,9,0.49225,0.2125,False
full,5,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,3,209,209,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,3,353,9,0.37575,0.3747,False
subspace,1,51713,1024,1.0,1.0,True
head_only,4,51713,129,0.55325,0.0,False
head_only,1,1601,33,1.0,0.9305,True
head_only,5,1089,65,1.0,0.0,True
full,5,13569,13569,1.0,1.0,True
head_only,2,353,9,0.497,0.5182,False
full,5,545,545,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,2,545,17,1.0,0.0003,True
full,5,2177,2177,1.0,1.0,True
head_only,1,1089,65,1.0,1.0,True
head_only,2,51713,129,1.0,0.2637,True
full,5,273,273,1.0,0.6284,True
head_only,3,1601,33,1.0,0.0,True
subspace,5,51713,1,0.5,0.4938,False
head_only,5,51713,129,0.63075,0.0,False
full,2,1089,1089,1.0,1.0,True
subspace,1,51713,1,0.5,0.3364,False
full,3,545,545,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,1,1089,17,1.0,0.755,True
full,1,545,545,1.0,1.0,True
head_only,2,137,9,1.0,0.1753,True
subspace,3,51713,16,0.752,0.1294,False
head_only,5,273,17,0.62325,0.1192,False
head_only,2,51713,129,1.0,0.0,True
head_only,2,1089,65,1.0,0.2251,True
full,5,273,273,1.0,1.0,True
head_only,4,51713,129,1.0,0.028,True
head_only,4,1089,17,0.616,0.3853,False
full,2,3713,3713,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
subspace,2,51713,64,1.0,0.028,True
head_only,5,18689,129,0.60125,0.0,False
head_only,5,545,33,0.74625,0.0109,False
full,4,1089,1089,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,5,209,209,1.0,0.0,True
head_only,5,209,9,0.492,0.3202,False
subspace,5,51713,1024,1.0,0.0,True
head_only,2,209,9,0.50625,0.2877,False
head_only,1,273,17,1.0,0.5355,True
full,5,3713,3713,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,1,353,9,1.0,0.5948,True
head_only,4,51713,129,1.0,0.0555,True
head_only,1,1601,33,1.0,0.8997,True
full,3,13569,13569,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
full,2,209,209,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
full,5,137,137,0.907,0.6368,False
head_only,3,3713,33,0.5,0.228,False
head_only,3,3713,33,1.0,0.0189,True
head_only,4,3713,33,0.42475,0.0129,False
head_only,1,3713,33,1.0,0.6471,True
head_only,2,18689,129,1.0,0.7068,True
full,5,5249,5249,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,1,137,137,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,1,209,9,1.0,0.3244,True
full,4,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,1,5249,65,1.0,1.0,True
head_only,5,1089,17,0.5295,0.0318,False
head_only,3,18689,129,1.0,0.0,True
head_only,3,13569,65,1.0,0.0016,True
full,2,545,545,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,2,273,273,1.0,1.0,True
head_only,5,1601,33,0.49675,0.0185,False
head_only,4,1089,65,0.56775,0.0,False
head_only,2,1089,65,1.0,0.0014,True
head_only,2,545,33,1.0,0.0539,True
head_only,3,13569,65,1.0,0.0026,True
head_only,5,209,9,0.5015,0.2255,False
head_only,4,18689,129,0.56875,0.0,False
head_only,1,2177,129,1.0,1.0,True
full,5,273,273,1.0,1.0,True
head_only,1,273,17,1.0,0.5904,True
full,2,18689,18689,1.0,1.0,True
head_only,2,51713,129,1.0,0.1394,True
full,3,353,353,1.0,1.0,True
head_only,4,51713,129,1.0,0.0,True
head_only,1,1089,65,1.0,0.9998,True
full,1,3713,3713,1.0,1.0,True
head_only,2,13569,65,1.0,0.087,True
full,4,545,545,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,2,273,273,1.0,1.0,True
head_only,2,545,33,1.0,0.2049,True
full,2,2177,2177,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,2,137,9,1.0,0.2655,True
head_only,3,3713,33,0.61575,0.0005,False
head_only,4,273,17,0.68925,0.0385,False
full,1,545,545,1.0,1.0,True
head_only,5,5249,65,0.9125,0.0002,False
head_only,4,545,17,0.73975,0.2483,False
full,5,1601,1601,1.0,1.0,True
head_only,2,3713,33,0.754,0.1932,False
full,2,137,137,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,2,1089,17,1.0,0.1009,True
full,3,18689,18689,1.0,1.0,True
subspace,2,51713,4,0.5,0.342,False
full,3,137,137,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,3,3713,33,1.0,0.0,True
full,4,5249,5249,1.0,1.0,True
full,3,18689,18689,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
subspace,4,51713,256,1.0,0.0,True
head_only,3,545,17,0.624,0.1619,False
full,5,137,137,1.0,1.0,True
full,2,209,209,1.0,1.0,True
head_only,2,545,17,1.0,0.0003,True
full,5,545,545,1.0,1.0,True
head_only,2,209,9,0.5015,0.2472,False
head_only,3,353,9,0.37325,0.2936,False
full,1,273,273,1.0,1.0,True
full,3,18689,18689,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
head_only,4,209,9,0.4285,0.2208,False
full,2,353,353,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,5,1089,17,0.522,0.3458,False
head_only,3,545,33,1.0,0.011,True
head_only,4,5249,65,1.0,0.0298,True
head_only,3,1089,65,1.0,0.0005,True
full,5,1601,1601,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
head_only,2,5249,65,1.0,0.0,True
full,1,545,545,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
full,5,137,137,1.0,0.0081,True
full,1,353,353,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
head_only,3,545,33,1.0,0.0038,True
head_only,3,545,17,0.62025,0.0936,False
head_only,3,137,9,0.763,0.1941,False
full,1,545,545,1.0,1.0,True
head_only,2,3713,33,1.0,0.0156,True
full,2,209,209,1.0,1.0,True
head_only,5,273,17,0.46575,0.1439,False
full,3,545,545,1.0,1.0,True
head_only,5,353,9,0.5,0.4456,False
head_only,3,5249,65,1.0,0.002,True
head_only,5,13569,65,0.7835,0.0,False
full,5,209,209,1.0,0.4944,True
head_only,5,18689,129,0.5235,0.0,False
full,2,3713,3713,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,1089,65,1.0,0.0,True
full,5,3713,3713,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,5,51713,129,0.567,0.0,False
head_only,5,137,9,0.46575,0.1581,False
head_only,4,545,17,0.49775,0.0053,False
head_only,5,353,9,0.46775,0.142,False
full,2,1089,1089,1.0,1.0,True
head_only,1,1601,33,1.0,0.8589,True
full,1,353,353,1.0,1.0,True
head_only,5,137,9,0.6225,0.2379,False
full,2,18689,18689,1.0,1.0,True
full,5,137,137,1.0,1.0,True
full,5,137,137,1.0,1.0,True
head_only,4,353,9,0.553,0.2764,False
full,3,51713,51713,1.0,1.0,True
head_only,4,1089,17,0.56025,0.2123,False
head_only,4,273,17,0.496,0.0007,False
head_only,5,13569,65,0.4945,0.0007,False
head_only,1,137,9,1.0,0.6648,True
full,3,273,273,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,1,1601,33,1.0,0.9665,True
full,1,13569,13569,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
head_only,3,5249,65,1.0,0.0,True
head_only,2,5249,65,1.0,0.0676,True
full,4,5249,5249,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,3,18689,18689,1.0,1.0,True
head_only,2,209,9,0.50625,0.2157,False
head_only,5,13569,65,0.493,0.1009,False
full,5,18689,18689,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
full,1,137,137,1.0,1.0,True
head_only,1,545,33,1.0,0.9752,True
head_only,2,1089,65,1.0,0.0001,True
full,5,1089,1089,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
full,1,5249,5249,1.0,1.0,True
full,2,137,137,1.0,1.0,True
head_only,3,545,33,0.74975,0.0023,False
head_only,4,51713,129,0.8765,0.0993,False
full,2,3713,3713,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,2,353,353,1.0,1.0,True
head_only,3,3713,33,0.628,0.0048,False
head_only,2,5249,65,1.0,0.2002,True
subspace,2,51713,16,1.0,0.3158,True
full,4,3713,3713,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
head_only,4,13569,65,0.6295,0.0,False
full,2,2177,2177,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
head_only,4,545,33,0.49575,0.0017,False
head_only,2,5249,65,1.0,0.0,True
full,4,1601,1601,1.0,1.0,True
head_only,3,1089,17,0.75075,0.2024,False
full,4,51713,51713,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,3,209,209,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,4,209,9,0.566,0.3186,False
full,5,1089,1089,1.0,1.0,True
head_only,5,353,9,0.49275,0.1843,False
full,1,2177,2177,1.0,1.0,True
head_only,1,5249,65,1.0,0.998,True
full,2,209,209,1.0,1.0,True
head_only,3,273,17,1.0,0.1269,True
subspace,1,51713,256,1.0,1.0,True
full,4,353,353,1.0,0.2464,True
full,2,209,209,1.0,1.0,True
full,2,137,137,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,3,209,209,1.0,1.0,True
head_only,2,3713,33,0.49875,0.2513,False
head_only,3,1089,65,1.0,0.0,True
full,5,1089,1089,1.0,1.0,True
subspace,1,51713,256,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
full,3,137,137,1.0,1.0,True
full,2,137,137,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,3,353,9,0.5,0.3371,False
full,5,2177,2177,1.0,1.0,True
head_only,3,13569,65,0.619,0.0,False
head_only,2,1601,33,1.0,0.0382,True
full,2,353,353,1.0,1.0,True
head_only,3,1089,17,0.50175,0.0527,False
full,5,209,209,1.0,0.0,True
head_only,5,137,9,0.51925,0.179,False
head_only,2,13569,65,1.0,0.0005,True
subspace,2,51713,4,0.5,0.4222,False
head_only,2,18689,129,1.0,0.3587,True
head_only,5,18689,129,1.0,0.0,True
head_only,3,2177,129,0.75025,0.0,False
full,3,3713,3713,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
head_only,2,273,17,1.0,0.0566,True
head_only,2,1089,65,1.0,0.1263,True
full,5,18689,18689,1.0,1.0,True
head_only,5,13569,65,0.5,0.0898,False
head_only,3,137,9,0.756,0.2173,False
full,4,1089,1089,1.0,1.0,True
head_only,5,353,9,0.5565,0.459,False
full,4,137,137,1.0,0.0,True
full,3,18689,18689,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
full,5,137,137,0.96875,0.0,True
full,3,137,137,1.0,1.0,True
full,2,353,353,1.0,1.0,True
subspace,1,51713,1024,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,5,545,17,0.4945,0.134,False
full,2,353,353,1.0,1.0,True
head_only,2,545,33,1.0,0.0821,True
head_only,3,5249,65,1.0,0.0,True
head_only,5,273,17,0.714,0.1864,False
full,4,5249,5249,1.0,1.0,True
head_only,4,545,33,1.0,0.009,True
head_only,2,51713,129,1.0,0.2077,True
subspace,5,51713,64,0.70925,0.0012,False
full,4,5249,5249,1.0,1.0,True
head_only,1,209,9,1.0,0.4492,True
head_only,3,13569,65,1.0,0.0017,True
full,2,3713,3713,1.0,1.0,True
full,5,273,273,1.0,0.9977,True
head_only,4,1601,33,1.0,0.0251,True
head_only,1,209,9,1.0,0.3535,True
head_only,5,3713,33,0.6305,0.0411,False
head_only,4,1089,65,0.63875,0.0,False
full,2,13569,13569,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,3,3713,33,0.8745,0.0,False
head_only,3,1089,65,1.0,0.0,True
head_only,2,273,17,1.0,0.1578,True
full,1,51713,51713,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,3,273,17,1.0,0.102,True
full,3,5249,5249,1.0,1.0,True
head_only,5,5249,65,0.54725,0.0,False
full,3,2177,2177,1.0,1.0,True
head_only,5,1601,33,0.7525,0.0236,False
full,3,209,209,1.0,1.0,True
head_only,4,353,9,0.5,0.4671,False
head_only,5,209,9,0.55575,0.2426,False
full,2,5249,5249,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
head_only,4,545,17,0.42775,0.0485,False
head_only,4,137,9,0.62725,0.1865,False
head_only,2,1089,65,1.0,0.2966,True
head_only,3,273,17,1.0,0.0362,True
head_only,4,209,9,0.419,0.1749,False
head_only,2,18689,129,1.0,0.1906,True
head_only,2,353,9,0.255,0.4941,False
full,5,2177,2177,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
full,2,51713,51713,1.0,1.0,True
full,5,209,209,1.0,0.0,True
full,3,137,137,1.0,1.0,True
full,3,273,273,1.0,1.0,True
subspace,5,51713,256,1.0,0.0,True
head_only,4,545,17,0.557,0.0009,False
head_only,1,51713,129,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,5,545,33,0.425,0.0046,False
head_only,1,51713,129,1.0,0.9999,True
full,3,273,273,1.0,1.0,True
head_only,3,1089,17,0.6275,0.3209,False
full,2,209,209,1.0,1.0,True
head_only,2,209,9,1.0,0.0983,True
full,1,51713,51713,1.0,1.0,True
head_only,1,18689,129,1.0,0.9934,True
full,3,18689,18689,1.0,1.0,True
full,3,137,137,1.0,1.0,True
head_only,2,2177,129,1.0,0.0,True
head_only,4,1089,17,0.5015,0.322,False
full,3,353,353,1.0,0.2484,True
full,5,353,353,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,2,13569,65,1.0,0.2199,True
full,2,1089,1089,1.0,1.0,True
head_only,2,1089,65,1.0,0.2447,True
head_only,4,545,33,0.5725,0.0,False
head_only,1,209,9,1.0,0.6564,True
head_only,1,209,9,1.0,0.6972,True
head_only,3,1601,33,0.4985,0.002,False
head_only,2,273,17,0.7495,0.0001,False
full,1,353,353,1.0,1.0,True
head_only,3,1601,33,1.0,0.0,True
subspace,5,51713,256,1.0,0.0,True
head_only,4,5249,65,1.0,0.0538,True
head_only,3,1089,65,0.63975,0.0,False
full,5,1089,1089,1.0,1.0,True
head_only,3,137,9,0.39325,0.1762,False
full,4,545,545,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,5,51713,129,0.74775,0.0515,False
full,4,1089,1089,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,3,273,17,1.0,0.1288,True
head_only,3,1089,65,1.0,0.0,True
full,3,137,137,1.0,1.0,True
head_only,5,353,9,0.5855,0.2445,False
head_only,2,353,9,0.50625,0.238,False
subspace,3,51713,256,1.0,0.0029,True
full,3,1089,1089,1.0,1.0,True
head_only,2,545,33,1.0,0.2613,True
full,5,2177,2177,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,3,18689,18689,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,4,353,353,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,4,1089,65,0.61925,0.0,False
full,1,209,209,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
full,2,273,273,1.0,1.0,True
subspace,4,51713,4,0.49825,0.2577,False
full,3,13569,13569,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,1,545,17,1.0,0.9277,True
head_only,3,209,9,0.87525,0.2209,False
full,5,545,545,1.0,1.0,True
head_only,4,2177,129,0.63375,0.0,False
full,2,1089,1089,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,4,353,9,0.37325,0.1463,False
full,4,1089,1089,1.0,1.0,True
head_only,3,273,17,1.0,0.1292,True
full,3,18689,18689,1.0,1.0,True
head_only,2,1601,33,1.0,0.0,True
full,4,209,209,1.0,1.0,True
head_only,5,13569,65,0.89825,0.0006,False
head_only,4,273,17,0.938,0.11,False
head_only,1,137,9,1.0,0.8234,True
full,1,5249,5249,1.0,1.0,True
full,4,137,137,1.0,0.4965,True
head_only,1,2177,129,1.0,1.0,True
head_only,5,1089,17,0.46425,0.3262,False
head_only,3,1601,33,0.49425,0.0317,False
full,4,209,209,1.0,1.0,True
full,3,1601,1601,1.0,1.0,True
head_only,5,18689,129,1.0,0.0002,True
head_only,1,51713,129,1.0,0.8684,True
full,3,1089,1089,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
head_only,1,1089,65,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
head_only,4,545,17,0.47775,0.0137,False
head_only,3,353,9,0.6425,0.2452,False
full,2,2177,2177,1.0,1.0,True
head_only,1,545,17,1.0,0.6363,True
head_only,2,1089,17,1.0,0.1905,True
full,4,353,353,1.0,1.0,True
head_only,2,209,9,0.7375,0.1048,False
full,1,1089,1089,1.0,1.0,True
subspace,3,51713,1024,1.0,1.0,True
subspace,4,51713,1024,1.0,0.9925,True
full,5,3713,3713,1.0,1.0,True
head_only,1,273,17,1.0,0.9165,True
full,3,2177,2177,1.0,1.0,True
head_only,2,1089,65,1.0,0.0001,True
full,4,2177,2177,1.0,1.0,True
head_only,2,3713,33,1.0,0.2849,True
head_only,3,1601,33,0.619,0.0031,False
full,4,2177,2177,1.0,1.0,True
head_only,4,13569,65,1.0,0.0007,True
full,1,3713,3713,1.0,1.0,True
head_only,4,353,9,0.432,0.1556,False
full,1,2177,2177,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,1,1601,1601,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,3,18689,129,1.0,0.0,True
full,4,1089,1089,1.0,1.0,True
full,2,137,137,1.0,1.0,True
head_only,5,51713,129,0.46825,0.0,False
head_only,5,13569,65,0.5,0.158,False
full,2,13569,13569,1.0,1.0,True
full,1,209,209,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,4,51713,129,0.57175,0.0,False
full,2,1601,1601,1.0,1.0,True
head_only,4,273,17,0.73675,0.1006,False
full,5,2177,2177,1.0,1.0,True
full,5,5249,5249,1.0,1.0,True
head_only,4,2177,129,1.0,0.0,True
full,3,51713,51713,1.0,1.0,True
head_only,5,273,17,0.56025,0.0013,False
head_only,4,1089,65,0.55325,0.0,False
full,2,209,209,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,2,545,17,1.0,0.2442,True
full,3,5249,5249,1.0,1.0,True
full,5,137,137,1.0,0.7953,True
head_only,2,1089,17,0.75175,0.352,False
full,4,18689,18689,1.0,1.0,True
head_only,3,51713,129,0.75225,0.0,False
head_only,1,1089,17,1.0,0.6703,True
full,1,5249,5249,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,4,51713,129,1.0,0.0,True
full,2,5249,5249,1.0,1.0,True
head_only,5,273,17,0.75275,0.1216,False
head_only,5,3713,33,0.48925,0.0,False
full,2,1089,1089,1.0,1.0,True
subspace,5,51713,1024,1.0,0.0271,True
full,3,5249,5249,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,4,1601,1601,1.0,1.0,True
head_only,3,5249,65,1.0,0.0,True
full,2,51713,51713,1.0,1.0,True
head_only,5,1089,17,0.46775,0.002,False
full,5,13569,13569,1.0,1.0,True
head_only,5,5249,65,0.4675,0.0001,False
full,3,1089,1089,1.0,1.0,True
head_only,2,545,17,1.0,0.1975,True
head_only,3,51713,129,1.0,0.0563,True
head_only,2,209,9,0.7495,0.2646,False
full,3,1601,1601,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
full,2,545,545,1.0,1.0,True
head_only,2,1089,65,1.0,0.0,True
head_only,3,545,17,0.86525,0.0512,False
head_only,1,209,9,1.0,0.6264,True
full,5,3713,3713,1.0,1.0,True
full,5,545,545,1.0,1.0,True
head_only,5,13569,65,0.706,0.1719,False
head_only,4,353,9,0.47775,0.3179,False
head_only,4,13569,65,0.62525,0.0,False
head_only,5,1601,33,0.4675,0.0026,False
subspace,4,51713,1,0.564,0.5142,False
head_only,2,1089,65,1.0,0.0,True
head_only,2,1601,33,1.0,0.2125,True
head_only,2,18689,129,1.0,0.3654,True
head_only,3,5249,65,1.0,0.0,True
head_only,2,545,17,1.0,0.1713,True
full,4,18689,18689,1.0,1.0,True
subspace,3,51713,256,1.0,0.1698,True
full,5,1089,1089,1.0,1.0,True
head_only,2,13569,65,1.0,0.0,True
head_only,3,5249,65,0.75325,0.0,False
head_only,5,137,9,0.47475,0.2434,False
full,1,545,545,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,3,209,9,0.266,0.1763,False
full,2,18689,18689,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
full,5,273,273,1.0,1.0,True
full,5,51713,51713,1.0,1.0,True
head_only,1,51713,129,1.0,0.7625,True
head_only,2,1601,33,1.0,0.0,True
full,2,137,137,1.0,1.0,True
head_only,2,2177,129,1.0,0.7378,True
full,3,1601,1601,1.0,1.0,True
full,4,353,353,1.0,0.1186,True
full,5,209,209,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
head_only,4,1089,17,0.702,0.0653,False
head_only,5,3713,33,0.5,0.2879,False
full,2,1089,1089,1.0,1.0,True
head_only,5,3713,33,0.76225,0.0205,False
head_only,5,209,9,0.377,0.1881,False
head_only,5,1601,33,0.52675,0.0,False
head_only,3,209,9,0.62975,0.2893,False
head_only,2,13569,65,0.7485,0.1321,False
full,2,2177,2177,1.0,1.0,True
head_only,3,5249,65,0.6325,0.0,False
full,3,273,273,1.0,1.0,True
head_only,5,1089,17,0.46375,0.3493,False
head_only,2,2177,129,1.0,0.0,True
full,3,545,545,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,5,3713,33,0.4715,0.2618,False
full,3,13569,13569,1.0,1.0,True
head_only,3,137,9,0.48475,0.0856,False
head_only,4,2177,129,1.0,0.0,True
head_only,3,273,17,1.0,0.0863,True
head_only,2,545,33,1.0,0.076,True
head_only,3,209,9,0.5015,0.2399,False
full,2,545,545,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,5,5249,65,0.60025,0.0,False
full,4,1601,1601,1.0,1.0,True
head_only,1,1089,65,1.0,0.9994,True
head_only,2,353,9,0.75,0.225,False
full,4,13569,13569,1.0,1.0,True
full,2,137,137,1.0,1.0,True
head_only,1,353,9,1.0,0.6289,True
full,3,51713,51713,1.0,1.0,True
subspace,2,51713,1,0.5,0.764,False
head_only,2,137,9,1.0,0.1854,True
head_only,4,1089,17,0.5025,0.1608,False
full,5,18689,18689,1.0,1.0,True
head_only,2,137,9,1.0,0.304,True
head_only,3,3713,33,0.50075,0.1612,False
head_only,3,545,33,1.0,0.0,True
full,1,545,545,1.0,1.0,True
head_only,2,1089,17,1.0,0.0396,True
full,5,18689,18689,1.0,1.0,True
head_only,2,137,9,1.0,0.2348,True
head_only,4,545,17,0.70175,0.2495,False
head_only,5,3713,33,0.53675,0.0,False
head_only,1,2177,129,1.0,1.0,True
head_only,5,2177,129,1.0,0.0,True
subspace,5,51713,16,0.55275,0.0719,False
head_only,3,5249,65,1.0,0.0004,True
head_only,1,1089,65,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
head_only,4,545,17,0.6195,0.2031,False
head_only,1,1601,33,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
full,5,353,353,1.0,1.0,True
head_only,5,5249,65,1.0,0.0,True
full,5,137,137,1.0,0.7953,True
subspace,1,51713,4,0.5,0.4129,False
full,3,273,273,1.0,1.0,True
head_only,1,3713,33,1.0,0.4591,True
head_only,3,273,17,0.74625,0.0022,False
full,3,13569,13569,1.0,1.0,True
full,1,353,353,1.0,1.0,True
head_only,3,1601,33,0.87025,0.0,False
head_only,4,5249,65,0.49925,0.0,False
full,3,209,209,1.0,1.0,True
full,4,353,353,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
head_only,3,209,9,0.629,0.2957,False
head_only,2,545,17,0.50025,0.1744,False
full,3,545,545,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
full,1,3713,3713,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
