mode,k,total,trainable,decoder,behavior,crossed
full,4,5249,5249,1.0,1.0,True
head_only,1,5249,65,1.0,0.9972,True
head_only,5,2177,129,1.0,0.0,True
full,3,5249,5249,1.0,1.0,True
head_only,2,545,33,1.0,0.0387,True
full,5,545,545,1.0,0.9434,True
head_only,5,3713,33,0.49775,0.007,False
head_only,4,209,9,0.62425,0.2563,False
head_only,1,5249,65,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
subspace,2,51713,1,0.5,0.4849,False
full,4,3713,3713,1.0,1.0,True
head_only,4,3713,33,0.511,0.0002,False
head_only,5,5249,65,0.62875,0.0,False
head_only,4,5249,65,0.552,0.0,False
full,5,1601,1601,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,1,353,9,1.0,0.5217,True
full,4,1601,1601,1.0,1.0,True
head_only,3,1601,33,0.76525,0.0125,False
head_only,4,1089,17,0.5615,0.3108,False
full,4,1089,1089,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,2,273,17,1.0,0.0832,True
full,2,2177,2177,1.0,1.0,True
head_only,5,545,17,0.537,0.015,False
head_only,1,273,17,1.0,0.7365,True
head_only,3,18689,129,1.0,0.0,True
head_only,5,51713,129,0.55025,0.0,False
head_only,4,5249,65,1.0,0.0323,True
head_only,4,3713,33,0.50975,0.2631,False
full,3,3713,3713,1.0,1.0,True
full,5,209,209,1.0,1.0,True
full,3,273,273,1.0,1.0,True
head_only,3,353,9,0.364,0.214,False
full,5,209,209,1.0,0.9369,True
head_only,2,18689,129,1.0,0.4924,True
head_only,1,137,9,1.0,0.6301,True
head_only,3,51713,129,1.0,0.0,True
full,3,51713,51713,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
full,2,209,209,1.0,1.0,True
head_only,4,3713,33,0.6835,0.0323,False
full,4,209,209,1.0,1.0,True
head_only,3,545,17,0.61575,0.0182,False
head_only,4,51713,129,1.0,0.0,True
full,5,545,545,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
full,3,137,137,1.0,1.0,True
full,2,51713,51713,1.0,1.0,True
head_only,5,51713,129,0.49275,0.0173,False
subspace,1,51713,1,0.5,0.3892,False
head_only,1,5249,65,1.0,0.9747,True
full,3,18689,18689,1.0,1.0,True
full,4,273,273,1.0,1.0,True
head_only,3,353,9,0.511,0.1909,False
full,3,51713,51713,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,3,137,9,0.619,0.214,False
head_only,4,2177,129,0.633,0.0,False
full,1,353,353,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,2,1089,17,0.51225,0.4304,False
full,2,273,273,1.0,1.0,True
head_only,3,13569,65,1.0,0.0001,True
full,2,13569,13569,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,2,137,9,1.0,0.2746,True
full,2,209,209,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,5,353,353,1.0,1.0,True
full,5,137,137,1.0,0.0,True
full,5,5249,5249,1.0,1.0,True
head_only,5,209,9,0.5065,0.1082,False
head_only,5,18689,129,0.6635,0.0,False
head_only,1,209,9,1.0,0.4723,True
head_only,3,273,17,0.499,0.0781,False
full,4,545,545,1.0,1.0,True
head_only,5,209,9,0.66125,0.2192,False
head_only,3,13569,65,1.0,0.0004,True
head_only,2,13569,65,0.7495,0.0586,False
full,1,1089,1089,1.0,1.0,True
head_only,2,545,33,1.0,0.0,True
full,5,545,545,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
head_only,5,5249,65,0.8665,0.0006,False
head_only,2,1601,33,1.0,0.1043,True
full,1,545,545,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
subspace,2,51713,16,1.0,0.1773,True
head_only,4,1089,17,0.687,0.0956,False
subspace,5,51713,4,0.4685,0.2617,False
full,3,1089,1089,1.0,1.0,True
head_only,2,1089,65,1.0,0.2891,True
head_only,2,2177,129,1.0,0.787,True
head_only,5,273,17,0.52425,0.0366,False
head_only,1,1089,65,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
head_only,5,1089,17,0.5955,0.1185,False
head_only,3,1601,33,0.87025,0.146,False
full,1,3713,3713,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
full,3,209,209,1.0,1.0,True
full,1,2177,2177,1.0,1.0,True
subspace,2,51713,1,0.5,0.5054,False
head_only,1,1089,17,1.0,0.6448,True
head_only,1,545,33,1.0,0.9613,True
head_only,3,51713,129,0.629,0.0328,False
full,5,51713,51713,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,2,13569,65,1.0,0.0,True
head_only,4,3713,33,0.55375,0.0074,False
head_only,4,545,17,0.68825,0.0632,False
head_only,3,545,33,0.74975,0.0023,False
head_only,2,273,17,1.0,0.2155,True
head_only,4,545,33,1.0,0.0179,True
full,4,1089,1089,1.0,1.0,True
head_only,1,1601,33,1.0,0.649,True
head_only,1,273,17,1.0,0.7365,True
head_only,4,2177,129,0.69175,0.0,False
head_only,4,545,17,0.49725,0.0095,False
head_only,4,51713,129,0.50825,0.0,False
head_only,4,2177,129,0.752,0.0,False
full,3,18689,18689,1.0,1.0,True
head_only,1,1601,33,1.0,0.7464,True
full,4,2177,2177,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,4,51713,129,0.61025,0.0,False
head_only,5,273,17,0.59125,0.0703,False
full,1,1089,1089,1.0,1.0,True
full,5,209,209,1.0,1.0,True
head_only,3,1601,33,1.0,0.1116,True
full,2,137,137,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,2,3713,33,1.0,0.4471,True
full,4,545,545,1.0,1.0,True
head_only,4,3713,33,0.50075,0.0098,False
head_only,5,273,17,0.492,0.0704,False
head_only,5,3713,33,0.588,0.0,False
full,4,3713,3713,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,1,51713,129,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
head_only,3,5249,65,1.0,0.0,True
head_only,1,3713,33,1.0,0.8309,True
head_only,5,3713,33,0.56975,0.2984,False
head_only,4,51713,129,0.50275,0.0054,False
full,3,209,209,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
head_only,1,353,9,1.0,0.5708,True
full,2,545,545,1.0,1.0,True
head_only,2,209,9,0.75075,0.317,False
subspace,2,51713,1024,1.0,1.0,True
head_only,1,273,17,1.0,0.8585,True
head_only,4,1089,65,0.50375,0.0,False
head_only,5,2177,129,0.467,0.0,False
subspace,3,51713,4,0.497,0.342,False
head_only,1,18689,129,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,5,353,353,1.0,0.6225,True
full,3,545,545,1.0,1.0,True
head_only,1,18689,129,1.0,0.9959,True
head_only,5,2177,129,1.0,0.0,True
head_only,5,2177,129,0.559,0.0,False
head_only,3,1089,65,0.619,0.0,False
full,1,209,209,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,2,273,273,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
full,1,13569,13569,1.0,1.0,True
head_only,1,1089,17,1.0,0.8762,True
full,4,2177,2177,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,3,137,9,0.7475,0.1009,False
full,1,3713,3713,1.0,1.0,True
full,4,18689,18689,1.0,1.0,True
head_only,2,353,9,0.489,0.3927,False
full,4,137,137,1.0,1.0,True
head_only,2,137,9,1.0,0.152,True
full,1,273,273,1.0,1.0,True
full,1,273,273,1.0,1.0,True
head_only,4,51713,129,0.697,0.0,False
head_only,3,353,9,0.61825,0.3795,False
full,5,5249,5249,1.0,1.0,True
head_only,5,353,9,0.5315,0.4283,False
full,4,545,545,1.0,1.0,True
full,5,273,273,1.0,0.8222,True
head_only,3,545,17,0.75075,0.0875,False
head_only,3,18689,129,1.0,0.0,True
head_only,2,13569,65,1.0,0.0,True
full,4,2177,2177,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
head_only,1,18689,129,1.0,1.0,True
head_only,1,13569,65,1.0,0.8079,True
full,2,545,545,1.0,1.0,True
head_only,2,273,17,1.0,0.0016,True
full,1,13569,13569,1.0,1.0,True
head_only,1,1601,33,1.0,0.8622,True
full,5,51713,51713,1.0,1.0,True
head_only,2,137,9,0.49275,0.164,False
head_only,1,353,9,1.0,0.3819,True
head_only,1,13569,65,1.0,1.0,True
head_only,5,545,17,0.66575,0.1273,False
full,5,353,353,1.0,1.0,True
full,5,545,545,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
head_only,3,5249,65,1.0,0.0,True
full,3,137,137,1.0,1.0,True
head_only,1,1089,17,1.0,0.4128,True
head_only,4,273,17,0.68825,0.0889,False
full,1,1089,1089,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
head_only,4,353,9,0.62525,0.2103,False
full,4,1089,1089,1.0,1.0,True
head_only,2,137,9,1.0,0.1625,True
head_only,2,1089,17,1.0,0.2887,True
head_only,3,5249,65,1.0,0.0365,True
full,2,13569,13569,1.0,1.0,True
head_only,2,209,9,0.49075,0.2167,False
full,1,5249,5249,1.0,1.0,True
full,1,273,273,1.0,1.0,True
head_only,4,13569,65,0.501,0.0,False
head_only,5,1089,17,0.524,0.0933,False
head_only,4,51713,129,0.47775,0.0053,False
head_only,4,18689,129,0.63375,0.0,False
head_only,3,209,9,0.5015,0.3312,False
full,4,18689,18689,1.0,1.0,True
head_only,1,1601,33,1.0,0.9119,True
full,1,545,545,1.0,1.0,True
head_only,2,2177,129,1.0,0.8643,True
full,5,137,137,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,2,209,209,1.0,1.0,True
subspace,1,51713,256,1.0,1.0,True
full,5,137,137,1.0,0.9378,True
full,5,13569,13569,1.0,1.0,True
head_only,3,1089,65,1.0,0.0004,True
head_only,2,3713,33,1.0,0.0557,True
full,5,353,353,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,5,545,17,0.685,0.2842,False
head_only,2,545,17,1.0,0.1466,True
head_only,2,209,9,1.0,0.5294,True
full,5,1601,1601,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,2,545,33,1.0,0.0,True
head_only,4,273,17,0.5625,0.0006,False
full,1,3713,3713,1.0,1.0,True
head_only,3,5249,65,1.0,0.0569,True
head_only,2,545,33,1.0,0.1043,True
head_only,4,1601,33,1.0,0.0035,True
head_only,3,3713,33,0.631,0.0103,False
full,4,1601,1601,1.0,1.0,True
head_only,1,51713,129,1.0,0.8678,True
full,1,545,545,1.0,1.0,True
head_only,1,5249,65,1.0,0.9989,True
full,3,13569,13569,1.0,1.0,True
head_only,1,3713,33,1.0,0.8049,True
full,3,5249,5249,1.0,1.0,True
head_only,5,545,17,0.42925,0.1143,False
head_only,3,1089,65,1.0,0.0,True
head_only,5,2177,129,1.0,0.0,True
head_only,4,18689,129,0.62175,0.0,False
head_only,4,1089,17,0.50025,0.1766,False
subspace,3,51713,16,0.87275,0.1303,False
full,2,137,137,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,3,353,9,0.63475,0.3053,False
head_only,5,2177,129,1.0,0.0,True
full,1,209,209,1.0,1.0,True
full,1,353,353,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
full,1,51713,51713,1.0,1.0,True
head_only,3,18689,129,1.0,0.0016,True
full,1,2177,2177,1.0,1.0,True
head_only,4,18689,129,0.67975,0.0,False
head_only,5,1089,65,1.0,0.0,True
full,5,209,209,1.0,0.0,True
head_only,3,1601,33,0.50275,0.0068,False
head_only,2,51713,129,1.0,0.3476,True
head_only,4,5249,65,1.0,0.0074,True
head_only,4,51713,129,0.5605,0.0031,False
head_only,3,273,17,0.87375,0.0028,False
full,1,5249,5249,1.0,1.0,True
full,5,137,137,0.96675,0.0,True
full,1,1601,1601,1.0,1.0,True
full,3,137,137,1.0,1.0,True
head_only,2,1601,33,1.0,0.0641,True
full,3,545,545,1.0,1.0,True
head_only,2,209,9,1.0,0.165,True
subspace,4,51713,16,0.4955,0.0638,False
full,4,5249,5249,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,2,545,545,1.0,1.0,True
full,3,13569,13569,1.0,1.0,True
head_only,1,545,17,1.0,0.9986,True
full,4,3713,3713,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,5,353,9,0.475,0.1219,False
full,2,18689,18689,1.0,1.0,True
head_only,5,1089,17,0.5,0.3612,False
head_only,2,2177,129,1.0,0.8662,True
head_only,2,137,9,1.0,0.156,True
head_only,4,209,9,0.4995,0.2664,False
head_only,2,545,33,1.0,0.0,True
full,4,545,545,1.0,1.0,True
full,4,353,353,1.0,1.0,True
full,5,2177,2177,1.0,1.0,True
full,4,2177,2177,1.0,1.0,True
head_only,3,5249,65,1.0,0.0206,True
head_only,1,1601,33,1.0,0.9653,True
full,1,51713,51713,1.0,1.0,True
head_only,2,51713,129,1.0,0.1222,True
full,1,545,545,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
head_only,4,18689,129,0.68875,0.0,False
head_only,3,51713,129,0.5,0.0156,False
subspace,3,51713,16,0.7515,0.1,False
full,3,1089,1089,1.0,1.0,True
full,5,137,137,1.0,0.0,True
head_only,1,353,9,1.0,0.7089,True
head_only,1,545,17,1.0,0.886,True
head_only,2,1089,65,1.0,0.0,True
head_only,1,273,17,1.0,0.6615,True
head_only,1,13569,65,1.0,0.5846,True
full,5,3713,3713,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
head_only,3,3713,33,0.38025,0.3278,False
head_only,5,209,9,0.4645,0.0992,False
head_only,2,13569,65,1.0,0.0,True
head_only,1,137,9,1.0,0.7022,True
head_only,2,273,17,1.0,0.1281,True
full,1,137,137,1.0,1.0,True
head_only,3,1601,33,1.0,0.1064,True
full,3,5249,5249,1.0,1.0,True
head_only,2,1089,65,1.0,0.0,True
head_only,5,1601,33,0.59825,0.0,False
head_only,2,51713,129,1.0,0.2882,True
full,5,1601,1601,1.0,1.0,True
head_only,2,137,9,1.0,0.182,True
full,1,545,545,1.0,1.0,True
head_only,4,3713,33,0.6195,0.3557,False
full,3,137,137,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,3,2177,129,0.74975,0.0,False
full,4,273,273,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,3,545,545,1.0,1.0,True
head_only,2,51713,129,1.0,0.3913,True
full,5,18689,18689,1.0,1.0,True
full,2,353,353,1.0,1.0,True
head_only,5,545,17,0.434,0.1823,False
head_only,3,1601,33,1.0,0.0119,True
full,4,18689,18689,1.0,1.0,True
full,2,353,353,1.0,1.0,True
full,3,3713,3713,1.0,1.0,True
full,2,1089,1089,1.0,1.0,True
head_only,1,51713,129,1.0,0.9999,True
full,3,13569,13569,1.0,1.0,True
full,3,137,137,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,5,18689,129,1.0,0.0008,True
head_only,2,353,9,0.50625,0.38,False
head_only,5,545,17,0.47025,0.0003,False
full,4,1089,1089,1.0,1.0,True
head_only,3,353,9,0.62825,0.1416,False
full,4,545,545,1.0,1.0,True
head_only,2,5249,65,1.0,0.2065,True
full,3,5249,5249,1.0,1.0,True
head_only,5,1089,65,0.562,0.0,False
full,2,137,137,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,3,1089,17,0.37475,0.2522,False
full,2,3713,3713,1.0,1.0,True
head_only,3,353,9,0.484,0.1498,False
full,4,1089,1089,1.0,1.0,True
head_only,2,5249,65,1.0,0.0,True
full,4,353,353,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
head_only,2,545,33,1.0,0.0,True
head_only,5,1601,33,0.757,0.0985,False
full,2,18689,18689,1.0,1.0,True
full,3,1089,1089,1.0,1.0,True
full,1,273,273,1.0,1.0,True
full,4,3713,3713,1.0,1.0,True
head_only,3,1089,65,1.0,0.0,True
head_only,4,545,33,0.9355,0.0186,False
full,1,1601,1601,1.0,1.0,True
head_only,2,1089,65,1.0,0.3607,True
head_only,4,209,9,0.3825,0.225,False
full,5,137,137,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,4,13569,13569,1.0,1.0,True
head_only,5,273,17,0.6225,0.0556,False
full,2,18689,18689,1.0,1.0,True
full,5,353,353,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
head_only,4,3713,33,0.67675,0.0203,False
head_only,4,51713,129,0.81575,0.1134,False
head_only,4,1089,17,0.557,0.0058,False
full,3,5249,5249,1.0,1.0,True
full,5,273,273,1.0,0.6284,True
full,1,137,137,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
subspace,2,51713,1,0.5,0.501,False
full,2,353,353,1.0,1.0,True
head_only,3,51713,129,1.0,0.0,True
full,2,1089,1089,1.0,1.0,True
full,3,51713,51713,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,3,13569,65,0.86625,0.0,False
subspace,1,51713,256,1.0,1.0,True
full,4,5249,5249,1.0,1.0,True
full,3,137,137,1.0,1.0,True
head_only,3,545,17,1.0,0.1335,True
head_only,2,1601,33,1.0,0.0,True
full,5,137,137,1.0,0.0,True
head_only,5,545,17,0.55425,0.0988,False
full,1,13569,13569,1.0,1.0,True
full,5,137,137,1.0,0.7185,True
head_only,3,1089,17,0.61325,0.0287,False
full,1,545,545,1.0,1.0,True
full,3,1089,1089,1.0,0.2484,True
full,5,51713,51713,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
full,5,13569,13569,1.0,1.0,True
full,1,273,273,1.0,1.0,True
full,5,137,137,1.0,0.0,True
head_only,4,545,33,1.0,0.0179,True
full,5,5249,5249,1.0,1.0,True
full,3,273,273,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
head_only,1,1601,33,1.0,0.9412,True
full,2,545,545,1.0,1.0,True
head_only,2,545,17,1.0,0.1895,True
full,5,545,545,1.0,1.0,True
head_only,3,1089,17,0.5,0.3639,False
head_only,5,51713,129,0.59625,0.0,False
full,3,209,209,1.0,1.0,True
full,3,137,137,1.0,1.0,True
head_only,4,545,17,0.70125,0.2121,False
full,4,273,273,1.0,1.0,True
head_only,1,1601,33,1.0,0.526,True
head_only,3,3713,33,1.0,0.0372,True
head_only,2,18689,129,1.0,0.0,True
full,5,51713,51713,1.0,1.0,True
full,2,3713,3713,1.0,1.0,True
subspace,2,51713,256,1.0,0.9892,True
full,2,5249,5249,1.0,1.0,True
head_only,3,545,33,1.0,0.0,True
head_only,5,51713,129,1.0,0.0,True
full,2,209,209,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
full,2,209,209,1.0,1.0,True
head_only,4,18689,129,0.6175,0.0,False
full,3,209,209,1.0,1.0,True
head_only,5,1089,65,0.5265,0.0,False
head_only,4,545,33,0.62575,0.0,False
full,3,353,353,1.0,0.2503,True
head_only,1,2177,129,1.0,1.0,True
full,2,18689,18689,1.0,1.0,True
head_only,1,5249,65,1.0,0.7972,True
head_only,4,3713,33,0.68375,0.3279,False
head_only,2,3713,33,0.7495,0.0538,False
full,3,273,273,1.0,1.0,True
head_only,4,545,17,0.744,0.1104,False
full,1,1089,1089,1.0,1.0,True
full,4,273,273,1.0,1.0,True
full,2,353,353,1.0,1.0,True
head_only,5,2177,129,0.534,0.0,False
full,1,51713,51713,1.0,1.0,True
full,2,273,273,1.0,1.0,True
head_only,4,51713,129,1.0,0.0,True
full,1,1601,1601,1.0,1.0,True
head_only,1,1089,17,1.0,0.416,True
full,2,18689,18689,1.0,1.0,True
head_only,5,545,17,0.6265,0.1271,False
full,1,18689,18689,1.0,1.0,True
head_only,1,209,9,1.0,0.8875,True
head_only,3,1089,17,0.49675,0.1351,False
full,5,137,137,1.0,0.4727,True
head_only,1,353,9,1.0,0.848,True
head_only,1,545,33,1.0,1.0,True
head_only,4,5249,65,0.5545,0.0008,False
full,3,2177,2177,1.0,1.0,True
head_only,5,1089,65,0.5395,0.0,False
head_only,2,545,17,0.7495,0.0007,False
full,3,13569,13569,1.0,1.0,True
full,2,137,137,1.0,1.0,True
head_only,4,545,17,0.50275,0.1393,False
head_only,1,1601,33,1.0,0.9959,True
head_only,2,545,33,1.0,0.0821,True
full,5,3713,3713,1.0,1.0,True
full,2,13569,13569,1.0,1.0,True
full,3,5249,5249,1.0,1.0,True
head_only,2,5249,65,1.0,0.0,True
full,4,2177,2177,1.0,1.0,True
head_only,5,353,9,0.50375,0.2036,False
head_only,4,18689,129,0.51325,0.0,False
head_only,2,1601,33,1.0,0.0558,True
full,2,545,545,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
full,1,18689,18689,1.0,1.0,True
full,1,545,545,1.0,1.0,True
head_only,3,1089,17,0.5,0.3593,False
full,5,3713,3713,1.0,1.0,True
head_only,1,5249,65,1.0,1.0,True
head_only,5,545,33,0.53625,0.0,False
full,4,137,137,1.0,0.013,True
head_only,4,5249,65,1.0,0.0112,True
full,3,209,209,1.0,1.0,True
head_only,1,2177,129,1.0,1.0,True
subspace,2,51713,256,1.0,0.9917,True
full,2,3713,3713,1.0,1.0,True
full,2,5249,5249,1.0,1.0,True
head_only,4,353,9,0.5605,0.3932,False
subspace,4,51713,1,0.4395,0.4646,False
head_only,3,209,9,0.25025,0.1291,False
full,3,51713,51713,1.0,1.0,True
head_only,2,137,9,1.0,0.3297,True
head_only,5,18689,129,1.0,0.0006,True
head_only,3,545,33,1.0,0.0182,True
head_only,1,353,9,1.0,0.6174,True
full,1,1089,1089,1.0,1.0,True
full,2,209,209,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,5,137,9,0.49325,0.178,False
subspace,3,51713,1,0.5,0.497,False
full,2,5249,5249,1.0,1.0,True
full,2,2177,2177,1.0,1.0,True
head_only,5,2177,129,1.0,0.0,True
full,5,209,209,1.0,1.0,True
full,4,51713,51713,1.0,1.0,True
head_only,5,3713,33,0.72675,0.0099,False
full,3,2177,2177,1.0,1.0,True
full,1,5249,5249,1.0,1.0,True
full,2,1601,1601,1.0,1.0,True
full,1,545,545,1.0,1.0,True
full,3,545,545,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,5,18689,129,0.55625,0.0,False
head_only,4,51713,129,0.6455,0.0,False
full,1,137,137,1.0,1.0,True
head_only,5,2177,129,1.0,0.0,True
full,1,51713,51713,1.0,1.0,True
head_only,3,545,33,1.0,0.0182,True
full,3,1089,1089,1.0,1.0,True
head_only,2,1601,33,1.0,0.0,True
full,2,545,545,1.0,1.0,True
full,4,545,545,1.0,1.0,True
full,2,209,209,1.0,1.0,True
head_only,4,3713,33,0.5,0.2067,False
full,5,3713,3713,1.0,1.0,True
subspace,5,51713,4,0.4905,0.4347,False
full,4,545,545,1.0,1.0,True
head_only,2,18689,129,1.0,0.4843,True
full,5,353,353,1.0,1.0,True
full,4,1089,1089,1.0,1.0,True
head_only,3,2177,129,1.0,0.0,True
full,2,2177,2177,1.0,1.0,True
full,1,1089,1089,1.0,1.0,True
head_only,4,137,9,0.5035,0.1613,False
head_only,5,353,9,0.4985,0.3989,False
subspace,3,51713,4,0.5,0.3285,False
full,4,137,137,1.0,0.3358,True
full,5,1089,1089,1.0,1.0,True
full,5,18689,18689,1.0,1.0,True
head_only,1,273,17,1.0,0.6875,True
head_only,3,137,9,0.62175,0.1621,False
subspace,2,51713,64,1.0,0.1854,True
full,5,5249,5249,1.0,1.0,True
head_only,5,3713,33,0.53025,0.3647,False
head_only,1,3713,33,1.0,0.8546,True
head_only,1,273,17,1.0,0.7533,True
full,5,1089,1089,1.0,1.0,True
head_only,3,137,9,0.63275,0.1445,False
full,1,18689,18689,1.0,1.0,True
head_only,2,1089,17,1.0,0.1435,True
full,3,18689,18689,1.0,1.0,True
head_only,3,3713,33,0.619,0.0033,False
head_only,4,5249,65,1.0,0.0002,True
head_only,3,353,9,0.6255,0.4449,False
full,5,545,545,1.0,1.0,True
head_only,1,1601,33,1.0,1.0,True
head_only,4,353,9,0.47775,0.1497,False
head_only,5,1089,17,0.63375,0.1383,False
head_only,3,273,17,1.0,0.0615,True
full,3,51713,51713,1.0,1.0,True
head_only,5,3713,33,0.50175,0.0002,False
head_only,1,3713,33,1.0,0.9711,True
head_only,4,545,17,0.44225,0.0004,False
full,4,3713,3713,1.0,1.0,True
head_only,4,51713,129,0.577,0.0,False
head_only,5,1089,65,1.0,0.0,True
head_only,3,2177,129,1.0,0.0,True
full,4,3713,3713,1.0,1.0,True
head_only,1,353,9,1.0,0.7456,True
full,1,13569,13569,1.0,1.0,True
full,5,1089,1089,1.0,1.0,True
full,5,3713,3713,1.0,1.0,True
full,3,273,273,1.0,1.0,True
head_only,3,545,17,0.757,0.0005,False
head_only,1,1089,17,1.0,0.6393,True
full,4,1089,1089,1.0,1.0,True
head_only,4,353,9,0.62075,0.1599,False
